ID-Car,Brand,Model,Year,Price,Mileage,Color,VIN
408,jeep,door,2001,20,126400,green,  1j4ft48s01l590080
409,audi,door,2008,2.5,177422,black,  wa1by74l38d010163
410,chevrolet,door,1995,0,274706,green,  2gcec19h8s1195266
411,bmw,coupe,2008,182.5,77984,white,  wbawb33548p132854
412,bmw,series,2017,3980,23177,blue,  wba7e2c58hg739412
413,ford,door,2015,921,26911,silver,  1ftew1cg4ffa66589
414,ford,srw,2019,5850,21527,blue,  1ft8w3bt3kee15023
415,ford,door,2014,12.5,56461,silver,  1fm5k8gt9ega74266
416,honda,door,2015,396,95128,white,  19xfb2f81fe252000
417,hyundai,doors,2014,599.8,122975,phantom black,  5npdh4ae0eh480157
418,honda,doors,2014,370,162824,blue,  jhmze2h34es000337
419,kia,wagon,2008,0,148463,silver,  knafg525787197602
420,audi,door,2005,0,181896,black,  waudg74f05n113751
421,bmw,door,2000,0,216657,gray,  wbaam3346yfp77118
422,gmc,door,2012,500,140339,black,  1gkkrpedxcj207971
423,infiniti,mpv,2019,1505,26786,white,  jn8az2ne9k9229368
424,hyundai,doors,2019,396,35623,red,  5npd84lf5kh403222
425,lincoln,nautilus,2019,3630,14541,black,  2lmpj6l91kbl31468
426,lexus,gx,2020,5560,8186,silver,  jtjam7bx4l5251250
427,nissan,doors,2018,263,36739,gray,  3n1cn7ap5jl872135
428,nissan,mpv,2017,569,42616,blue,  5n1at2mv4hc773816
429,audi,q5,2017,1950,65833,blue,  wa1l2afpxha049370
430,chevrolet,coupe,2008,45,123515,yellow,  1g1al18f587145539
431,cadillac,door,2015,2040,36122,white,  3gyfnee39fs587810
432,chevrolet,door,2011,432,88359,brown,  2cnfleec9b6313197
433,ford,f-150,2017,3300.1,35905,gray,  1ftfw1eg3hfc66707
434,ford,door,2017,1000,35747,red,  1ftew1efxhkc69002
435,ford,door,2004,0,167011,red,  1fmfu18l84lb61201
436,gmc,door,2012,579,105020,white,  1gtr2ve74cz121991
437,infiniti,mpv,2019,1475,11047,black,  jn8az2nexk9236071
438,hyundai,doors,2019,401,31233,silver,  kmhd84lf4ku746279
439,mercedes-benz,gle,2019,4000,19427,white,  4jgda5gb4kb204919
440,kia,sportage,2017,1300,71991,silver,  kndpn3ac7h7113313
441,nissan,doors,2018,355,29043,blue,  3n1ab7ap2jy244200
442,nissan,doors,2017,304,36064,gray,  3n1ab7ap5hy411143
443,chevrolet,coupe,2008,0,270080,yellow,  1g1al18f187245041
444,audi,5,2015,3640,47213,black,  wuac6bfr0fa901212
445,ford,door,2011,448,116480,black,  2fmdk3gc0bbb23680
446,ford,door,2017,3100.3,72084,red,  1ftew1eg0hfb93193
447,ford,pickup,2001,7.5,295780,gold,  1ftrw08l61kc05834
448,gmc,door,2011,885,148035,white,  1gt120c83bf236190
449,infiniti,mpv,2019,1475,11396,white,  jn8az2nexk9236037
450,hyundai,mpv,2019,469,33785,silver,  km8k12aa0ku242609
451,land,sport,2018,2300,20103,black,  salcp2rx6jh739311
452,land,discovery,2018,4690,32387,black,  salrr2rk0ja052195
453,mercedes-benz,doors,2018,1074,48140,white,  wddwk4jb2jf613298
454,nissan,doors,2017,316,34861,gray,  3n1ab7ap0hy315498
455,chevrolet,door,2006,0,268040,silver,  1g1zt53f46f254868
456,chrysler,door,2011,345,114119,gold,  1c3bc1fg1bn519076
457,ford,f-150,2017,2710.2,34165,red,  1ftfw1eg1hfb78397
458,gmc,door,2018,50,27442,black,  1gkknmls5jz177336
459,gmc,door,2011,510,144792,white,  1gtr2uea3bz242502
460,infiniti,mpv,2019,1501,11394,beige,  jn8az2ne8k9236456
461,jeep,mpv,2019,580,30546,silver,  1c4pjldb3kd419559
462,land,sport,2018,2320,23745,black,  salcp2rx0jh740860
463,hyundai,door,2015,800,88274,red,  km8jucag9fu984199
464,nissan,doors,2018,339,38349,gray,  3n1ab7ap5jy293102
465,nissan,doors,2017,314,30142,white,  3n1ab7ap1hy310259
466,chevrolet,door,2007,2.5,267834,black,  3gnfk12387g179905
467,bmw,door,2014,1500,44730,silver,  wba3b5g54ens10419
468,chevrolet,cab,2011,1044,92476,blue,  1gc1kyc87bf185906
469,ford,f-150,2017,2391.1,25698,black,  1ftew1cf3hfb78746
470,ford,pk,2010,2.5,155242,gray,  1ftfx1ev7akc32939
471,gmc,acadia,2018,2140,54332,gray,  1gkknwls6jz133440
472,gmc,cab,2011,538,119215,white,  1gt120cg5bf167316
473,jeep,mpv,2019,1100,8930,red,  1c4hjxeg0kw596497
474,jeep,mpv,2019,495,46985,silver,  1c4pjllb6kd184477
475,land,sport,2018,2250,30220,black,  salcp2rx7jh741147
476,maserati,ghibli,2017,3030,37021,black,  zam57xslxh1248775
477,nissan,doors,2018,263,43152,white,  3n1cn7ap5jl882275
478,nissan,doors,2017,314,34318,silver,  3n1ab7ap1hl639346
479,chevrolet,door,2011,230,88287,white,  1gnskbe03br198151
480,chevrolet,door,2011,431,105486,black,  2cnaldec6b6382868
481,ford,door,2017,2601.2,19850,black,  1ftew1ef2hfb83224
482,ford,door,2014,7.5,116535,silver,  1fadp3k26el249167
483,gmc,1500,2019,4850,15777,black,  1gtu9fel6kz311976
484,gmc,mpv,2009,333,87448,white,  1gtgg25k391106224
485,jeep,mpv,2019,1120,8395,yellow,  1c4hjxeg7kw589272
486,hyundai,mpv,2019,473,30121,red,  km8j23a45ku893842
487,mercedes-benz,glc,2018,2490,33687,white,  wdc0g4jb4jv097463
488,mercedes-benz,e-class,2017,2940,37561,blue,  wddzf4jb6ha277485
489,nissan,cab,2018,835,32256,gray,  1n6aa1ej3jn519666
490,peterbilt,truck,2012,47.5,902041,gold,  1xp4d49x9cd123630
491,nissan,doors,2017,321,25255,black,  3n1ab7apxhy302645
492,chevrolet,van,2006,2.5,165327,white,  1gndu23l46d143789
493,chevrolet,cutaway,2006,420,118009,white,  1gbhg31u661113654
494,chevrolet,utility,2011,843,114547,black,  3gntkge3xbg398052
495,ford,f-150,2017,2550.3,18647,black,  1ftmf1ef2hfb83980
496,ford,pickup,1996,0,252588,red,  1ftef15n0tlc14455
497,gmc,limited,2019,2600,16669,black,  2gtv2mecxk1173011
498,honda,doors,2017,390,47970,blue,  2hgfc2f52hh522914
499,jeep,mpv,2019,1120,12905,gray,  1c4hjxeg7kw590115
500,jeep,mpv,2019,861,22123,silver,  1c4rjebg1kc776053
501,mercedes-benz,gle,2018,2800,40780,white,  4jgda5jbxjb046383
502,mercedes-benz,sl-class,2017,8490,25302,silver,  wddjk7ea3hf044968
503,lexus,mpv,2017,1084,36596,black,  2t2bzmca4hc087456
504,peterbilt,truck,2012,10,0,blue,  1xp4d49x1cd144875
505,ram,door,2017,1105,30421,white,  1c6rr7pt3hs659994
506,chevrolet,door,2012,0,134938,orange,  1g1jc5sh7c4114661
507,chevrolet,door,2005,100,135675,gray,  1gnet16s156132062
508,dodge,door,2015,357,17355,black,  3c4pdcab2ft637813
509,ford,door,2017,2500.1,27773,gray,  1ftfw1ef5hfb70262
510,ford,door,2010,0,86841,silver,  3fahp0ga3ar366961
511,gmc,mpv,2017,563,58366,black,  2gkfltek2h6317685
512,jeep,mpv,2019,1110,11229,white,  1c4hjxegxkw589301
513,hyundai,mpv,2019,465,27492,white,  km8j23a44ku882752
514,lincoln,door,2005,0,89705,green,  1lnhm87a25y619997
515,nissan,mpv,2016,382,41654,blue,  5n1at2mn5gc894272
516,peterbilt,truck,2009,0,982486,blue,  1xp7d49x09d784257
517,nissan,doors,2017,290,31954,gray,  3n1ab7ap6hy249992
518,chevrolet,door,2008,5,172102,blue,  1g1al58f787159241
519,chevrolet,pickup,2004,510,173321,gray,  1gchk23204f232462
520,dodge,door,2015,470,93423,red,  3c4pdcgb7ft597655
521,ford,f-150,2017,2950.2,14053,red,  1ftfw1eg1hke28907
522,ford,door,2008,0,145483,red,  1fmcu03128kc80487
523,honda,door,2017,616,25956,white,  1hgct1b89ha002933
524,jeep,mpv,2019,1091,12253,red,  1c4hjxeg8kw651309
525,hyundai,doors,2019,344,34895,gray,  3kpc24a34ke050725
526,mazda,cx-3,2016,1600,47753,gray,  jm1dkbd74g0123647
527,kia,door,2016,381,39408,black,  kndjx3ae3g7012477
528,peterbilt,truck,2010,102.5,1017936,color:,  1xp7d49x0ad793710
529,nissan,doors,2017,302,33599,white,  3n1ab7ap7hy223787
530,chevrolet,door,2003,0,194673,gray,  1gndt13s632267445
531,chevrolet,pickup,2003,200,507985,red,  1gcgc24u53z128586
532,ford,door,2010,387,185983,white,  1fmcu4k37akb80224
533,ford,door,2017,2481.1,28464,red,  1ftew1ep4hfb44546
534,ford,door,2007,7.5,154989,blue,  3fahp06z07r118828
535,honda,doors,2017,542,16702,black,  1hgcr2f55ha080596
536,jeep,mpv,2019,1110,11449,yellow,  1c4hjxegxkw600703
537,hyundai,mpv,2019,475,25847,gray,  km8j23a4xku846404
538,mercedes-benz,door,2015,1790,49772,gray,  wddhf5kbxfb099457
539,nissan,door,2015,380,83915,black,  1n4al3ap6fc102604
540,nissan,doors,2017,316,40306,silver,  3n1ab7ap0hy260843
541,chevrolet,pickup,2010,2.5,149189,white,  3gcrkse37ag234620
542,chevrolet,door,2001,120,149543,red,  2cnbj13c316958216
543,chevrolet,coupe,2010,647,69622,yellow,  2g1fk1ejxa9163850
544,ford,door,2017,2640,36295,red,  1ftew1ef3hfb27101
545,gmc,door,1993,0,0,light blue,  1gkfk16k5pj701631
546,gmc,2500hd,2018,3250,14856,blue,  1gt12seg2jf255666
547,honda,mpv,2017,690,44129,brown,  5j6rw1h81hl005542
548,jeep,mpv,2019,1103,10861,yellow,  1c4hjxeg5kw608448
549,hyundai,door,2012,346,142106,white,  5npeb4ac2ch437716
550,mercedes-benz,door,2015,1800,82411,black,  4jgda5hb2fa567147
551,hyundai,door,2015,325,111612,gray,  5npdh4ae3fh644096
552,nissan,doors,2017,321,35251,gray,  3n1ab7apxhy232807
553,chevrolet,door,2017,1320,50408,black,  2gnflfek3h6342356
554,ford,f-150,2019,2770.5,15630,gray,  1ftew1e48kfb37676
555,chevrolet,door,2017,720,53273,black,  1g1bc5sm8h7200200
556,ford,f-150,2019,2871.4,14786,white,  1ftfw1e58kfb37772
557,chevrolet,door,2017,1120,85315,white,  2gnflfek3h6341370
558,ford,f-150,2019,2750.2,16146,gray,  1ftew1e45kfb69856
559,chevrolet,door,2017,1190,76211,blue,  2gnflfek5h6341662
560,ford,f-150,2019,2931.4,15265,gray,  1ftew1ep6kfb85302
561,chevrolet,door,2017,1120,79965,silver,  2gnflfek5h6351639
562,ford,f-150,2019,2700.2,16059,gray,  1ftew1e55kfb96628
563,chevrolet,door,2017,1320,62739,black,  2gnflfek4h6351292
564,ford,f-150,2019,2821.4,15569,white,  1ftfw1e51kfc13333
565,chevrolet,door,2017,1270,58932,black,  2gnflfek8h6350288
566,ford,f-150,2019,2990,17488,white,  1ftfw1e55kfb37583
567,chevrolet,door,2017,1270,60733,black,  2gnflfek7h6351433
568,ford,f-150,2019,2720.2,18550,red,  1ftew1e59kfb37761
569,chevrolet,impala,2018,1350,53194,white,  2g1105s3xj9121918
570,ford,f-150,2019,2770.5,17644,silver,  1ftew1e41kfb70194
571,chevrolet,van,2016,1470,34454,white,  1gcwgaff9g1216490
572,ford,f-150,2019,2990,17684,white,  1ftfw1e5xkfc33564
573,chevrolet,door,2015,450,83279,gray,  1g1pc5sb0f7185936
574,ford,f-150,2019,2770.5,16600,silver,  1ftew1e41kfb69644
575,chevrolet,door,2015,800,107971,gray,  1gnkrgkd8fj279098
576,ford,f-150,2019,2551.1,17801,silver,  1ftfw1e43kfb97031
577,chevrolet,colorado,2015,770,94150,white,  1gchsaea7f1213972
578,ford,f-150,2019,2990,17159,silver,  1ftfw1e53kfc33535
579,chevrolet,van,2015,720,80711,white,  3n63m0yn5fk720622
580,ford,f-150,2019,2750.2,17983,red,  1ftew1e55kfb69820
581,chevrolet,door,2013,450,119981,white,  1gcncpex7dz328593
582,ford,f-150,2019,2740.2,17851,white,  1ftfw1e52kfb51151
583,chevrolet,sonic,2013,150,66079,black,  1g1jg6sb3d4251006
584,ford,f-150,2019,2660.2,18174,white,  1ftew1e42kfb37902
585,chevrolet,sonic,2019,1020,7654,black,  1g1jf5sb0k4122201
586,ford,f-150,2019,2990,18759,black,  1ftfw1e58kfb69878
587,chevrolet,colorado,2019,1400,11564,white,  1gchsbea7k1232845
588,ford,f-150,2019,2850,18901,silver,  1ftew1e50kfb51192
589,chevrolet,door,2016,800,86541,black,  2g1115s37g9109571
590,ford,f-150,2019,2980.9,21157,silver,  1ftfw1e51kfb70029
591,chevrolet,corvette,2015,3690,29937,black,  1g1yj2d7xf5106236
592,ford,f-150,2019,2690.2,23964,white,  1ftew1e48kfb37905
593,chevrolet,door,2015,1095,58504,red,  2gnalbek5f1140499
594,ford,f-150,2019,2740.2,20154,white,  1ftew1e59kfb37727
595,acura,mdx,2014,1690,63500,silver,  5fryd3h20eb002546
596,ford,f-150,2019,2560,23294,silver,  1ftew1ep1kfb50960
597,bmw,series,2016,2970,24293,no_color,  wba7f2c58gge12300
598,ford,f-150,2019,2770.2,20343,red,  1ftew1e47kfb69647
599,buick,encore,2016,1350,19655,red,  kl4cjbsb4gb700424
600,ford,f-150,2019,2710.2,19100,white,  1ftew1e53kfb37982
601,ford,f-150,2019,2710.2,20014,white,  1ftew1e54kfa00453
602,ford,f-150,2019,2581.1,21774,black,  1ftew1e59kfb37887
603,ford,f-150,2019,2660.2,21201,white,  1ftew1e59kfb69755
604,ford,f-150,2019,2710.2,21766,white,  1ftew1e49kfb96784
605,buick,enclave,2019,3750,12406,gray,  5gaevbkw8kj293388
606,ford,flex,2019,2621.1,17977,blue,  2fmhk6dt1kba21554
607,ford,flex,2019,2420.5,22805,silver,  2fmhk6d80kba19788
608,cadillac,xt5,2019,3750,16013,black,  1gyknfrs3kz252626
609,ford,flex,2019,2711.1,14382,black,  2fmhk6dt2kba21630
610,ford,flex,2019,2741.1,9660,black,  2fmhk6dt1kba21571
611,ford,flex,2019,2730.2,18969,black,  2fmhk6dt2kba19683
612,ford,f-150,2019,2720.2,24730,gray,  1ftew1ep2kfb70022
613,ford,flex,2019,2631.1,15847,red,  2fmhk6dt5kba19693
614,ford,f-150,2019,2660.2,25009,white,  1ftew1e55kfb51169
615,bmw,series,2017,3350,22115,blue,  wbaja7c31hg905802
616,ford,flex,2019,2751.1,11836,white,  2fmhk6dt7kba19548
617,buick,door,2017,2150,23765,red,  1g4zp5ss5hu137398
618,ford,f-150,2019,2720,25508,silver,  1ftfw1e40kfb69655
619,ford,flex,2019,2651.1,18196,red,  2fmhk6dt9kba19695
620,ford,flex,2019,2400.2,16106,gray,  2fmhk6c81kba19848
621,buick,door,2017,2150,14907,silver,  1g4zp5ss6hu125437
622,ford,fusion,2019,1851.1,12735,gray,  3fa6p0ru0kr211641
623,kia,sorento,2017,1400,53424,black,  5xypgda51hg221253
624,buick,door,2017,2900,17940,green,  5gakvckd5hj216221
625,ford,flex,2019,2340.2,17417,gray,  2fmhk6c88kba19846
626,kia,door,2017,1330,37125,no_color,  5xypgda39hg262132
627,bmw,x3,2017,1970,61428,black,  5uxwx9c51h0t09021
628,ford,flex,2019,2321.1,17025,black,  2fmhk6c85kba19710
629,kia,sorento,2017,1550,37668,red,  5xypgda59hg292944
630,ford,fusion,2019,1811.1,15805,black,  3fa6p0ruxkr244131
631,kia,sorento,2017,2150,43761,gray,  5xypkda50hg299327
632,ford,mustang,2019,2551.1,11342,gray,  1fatp8uh4k5177265
633,chevrolet,equinox,2017,1770,35664,blue,  2gnaldek2h1500410
634,chevrolet,cutaway,2017,2800,12780,white,  1gb3gtcgxh1118909
635,chevrolet,door,2017,1400,38458,blue,  1g1ze5st9hf229260
636,chevrolet,door,2017,2170,34420,silver,  1gnkvgkd4hj314704
637,chevrolet,door,2017,1350,46497,white,  1g1ze5stxhf257679
638,chevrolet,1500,2017,3550,21268,no_color,  3gcuksec0hg271643
639,chevrolet,1500,2017,2950,31029,red,  3gcukrec7hg170656
640,chevrolet,1500,2017,2530,40878,no_color,  1gcvkrec8hz169908
641,chevrolet,1500,2016,2150,20270,silver,  3gcuknec9gg224336
642,chevrolet,door,2016,2590,32984,blue,  1gcvkrec8gz393856
643,chevrolet,door,2016,3530,75506,black,  1gnskckc9gr424401
644,chevrolet,door,2016,1350,39951,red,  1g1bg5sm5g7250863
645,chevrolet,corvette,2016,6200,19403,white,  1g1yt2d6xg5612796
646,chevrolet,corvette,2016,4600,4445,black,  1g1yj2d70g5122320
647,chevrolet,malibu,2016,900,67527,gray,  1g1zj5su8gf337274
648,chevrolet,door,2016,2590,33588,white,  1gcvkrec7gz392164
649,chevrolet,door,2016,2580,10103,no_color,  1gcvkpec7gz283370
650,chevrolet,door,2016,1700,26474,gray,  2gnaldek7g6323080
651,chevrolet,door,2016,1280,40253,white,  1g1ze5st5gf315602
652,chevrolet,3500,2016,4740,39624,red,  1gc4k0c84gf121926
653,chevrolet,door,2016,2440,48705,gray,  1gnkvjkd3gj171692
654,chevrolet,trax,2016,1710,19659,white,  kl7cjrsb9gb542870
655,chevrolet,door,2015,740,91299,no_color,  1g11c5sl8ff311156
656,chevrolet,door,2015,3310,81614,gold,  1gnskckc5fr181703
657,chevrolet,trax,2020,2200,179,gray,  3gncjksbxll181398
658,chevrolet,1500,2019,3500,5523,no_color,  3gcpwaef0kg291601
659,chevrolet,equinox,2019,1650,29841,silver,  2gnaxkev6k6186886
660,chevrolet,1500,2019,3530,8516,silver,  1gcuwded5kz124282
661,chevrolet,traverse,2018,2690,42941,black,  1gnevhkw8jj148388
662,chevrolet,trax,2017,1160,27498,black,  3gncjksb6hl148082
663,chevrolet,1500,2017,2810,31141,silver,  1gcpcrec9hf242498
664,chevrolet,1500,2017,2770,20784,white,  1gcvkrec1hz135955
665,chevrolet,passenger,2017,1770,52667,white,  1gazgpfg0h1169059
666,chevrolet,volt,2017,1660,26003,no_color,  1g1rc6s56hu177143
667,chevrolet,corvette,2016,6320,4266,red,  1g1ys2d6xg5609979
668,chevrolet,door,2015,3680,32332,white,  1gc1kweg8ff170135
669,chevrolet,passenger,2018,1950,44333,white,  1gazgpfg7j1254194
670,chevrolet,tahoe,2019,3880,36198,blue,  1gnskbkc0kr335691
671,chevrolet,tahoe,2019,3750,33331,silver,  1gnskbkc1kr164515
672,chevrolet,suburban,2019,3500,43082,gray,  1gnskhkcxkr306962
673,chevrolet,camaro,2019,3110,24561,gray,  1g1fh1r7xk0140397
674,chevrolet,van,2019,2260,13485,white,  1gcwgafgxk1242467
675,chevrolet,van,2019,2240,15524,white,  1gcwgafg5k1221297
676,chevrolet,van,2019,2270,8996,white,  1gcwgafg9k1240337
677,chevrolet,malibu,2019,1370,47282,silver,  1g1zd5st4kf126371
678,chevrolet,suburban,2019,3710,34470,black,  1gnskhkcxkr288236
679,chevrolet,colorado,2018,1850,87264,green,  1gcgtcen5j1157983
680,chevrolet,2500,2017,1830,114344,white,  1gc2kveg3hz159933
681,chevrolet,2500,2017,1900,111635,white,  1gc2kveg1hz262672
682,chevrolet,1500,2017,1850,103955,white,  3gcukrec0hg249327
683,chevrolet,door,2016,2250,66640,white,  3gcukrec5gg277008
684,chevrolet,door,2014,1450,122018,white,  3gcukrec6eg373324
685,chevrolet,tahoe,2018,3280,46915,gray,  1gnskbkc9jr370082
686,chevrolet,malibu,2018,1230,53599,black,  1g1zd5stxjf140841
687,chevrolet,1500,2018,1960,41672,gray,  1gcvkreh7jz295386
688,chevrolet,malibu,2018,1360,36047,white,  1g1zd5st5jf249837
689,chevrolet,spark,2018,720,42561,red,  kl8cb6sa3jc459211
690,chevrolet,1500,2018,1990,40345,white,  1gcvkreh3jz272445
691,chevrolet,malibu,2018,1300,41751,gray,  1g1zd5st8jf242655
692,chevrolet,door,2016,1970,27593,white,  1gcvkrec0gz118434
693,chevrolet,door,2017,940,24009,blue,  1g1be5sm4h7275597
694,chevrolet,1500,2017,2380,85697,white,  3gcukrecxhg319917
695,chevrolet,equinox,2019,1770,25223,white,  3gnaxuev8ks588177
696,chevrolet,door,2015,1700,27927,white,  2g1ff1e3xf9185411
697,chevrolet,door,2014,1400,135127,red,  3gcpcreh4eg204053
698,chevrolet,2500,2018,3210,55532,white,  1gc1kvey2jf198038
699,chevrolet,2500,2019,3310,72172,white,  1gc1ksey8kf114255
700,chevrolet,2500,2018,3160,57751,white,  1gc1kvey3jf197819
701,chevrolet,door,2013,510,96314,gray,  3gnal3ek3ds630172
702,chevrolet,door,2013,410,89152,blue,  1g1pa5sgxd7225194
703,chevrolet,door,2014,720,114660,silver,  2gnflfek5e6237636
704,chevrolet,1500,2014,1280,177322,white,  3gcuksej4eg356687
705,chevrolet,1500,2019,4680,36423,gray,  1gcuyhel9kz240206
706,chevrolet,van,2019,2180,23759,white,  1gcwgafg7k1222516
707,chevrolet,door,2013,300,120667,gray,  1g1jc6sh6d4127084
708,chevrolet,colorado,2017,2250,65344,red,  1gcgtcen1h1148658
709,chevrolet,suburban,2018,3530,51347,black,  1gnskhkc5jr243896
710,chevrolet,volt,2017,1650,52322,black,  1g1rd6s59hu201853
711,chevrolet,door,2017,3300,67620,black,  1gnskbkc6hr132085
712,chevrolet,1500,2017,3150,59965,black,  3gcuktec6hg222226
713,chevrolet,1500,2017,3450,28739,silver,  3gcuksec3hg222744
714,chevrolet,trax,2016,800,77429,silver,  kl7cjpsb3gb750120
715,chevrolet,1500,2017,2500,20847,white,  3gcukrec6hg356561
716,chevrolet,trax,2016,1070,44280,red,  3gncjnsb1gl264970
717,chevrolet,door,2016,1340,86031,silver,  2g1145s39g9185641
718,chevrolet,equinox,2019,1650,7622,gold,  2gnaxhev8k6108774
719,chevrolet,traverse,2019,3400,8067,white,  1gnevhkw9kj129253
720,chevrolet,trax,2018,1410,16502,white,  kl7cjpsbxjb710284
721,chevrolet,1500,2019,3860,20681,black,  1gcuyged0kz114660
722,chevrolet,door,2016,910,54655,blue,  1g1pe5sb4g7168780
723,chevrolet,door,2016,860,57825,blue,  1g1pe5sb1g7193233
724,chevrolet,door,2016,2200,58856,white,  3gcpcrec6gg235750
725,chevrolet,colorado,2015,890,85072,white,  1gchsaea3f1218425
726,chevrolet,door,2015,1550,79506,red,  1gcrcpehxfz272176
727,chevrolet,door,2015,330,85301,silver,  1g1pg5sbxf7249436
728,chevrolet,1500,2015,2900,69377,brown,  3gcuksej3fg195122
729,chevrolet,equinox,2020,1730,15577,black,  3gnaxkev2ll125886
730,chevrolet,traverse,2020,3050,23470,silver,  1gnerhkw7lj115518
731,chevrolet,impala,2020,2500,18715,silver,  1g1105s31lu100901
732,chevrolet,cruze,2012,280,61258,white,  1g1pl5sc7c7367895
733,chevrolet,door,2012,330,131791,no_color,  1gnkvjedxcj172991
734,chevrolet,suburban,2019,3640,35705,silver,  1gnskhkcxkr139079
735,chevrolet,suburban,2019,3480,48982,silver,  1gnskhkc2kr158368
736,chevrolet,ld,2019,2070,33745,white,  2gcrcpec4k1155751
737,chevrolet,suburban,2019,3220,42267,silver,  1gnschkc9kr204131
738,chevrolet,tahoe,2019,3530,46863,black,  1gnskbkc9kr143993
739,chevrolet,suburban,2019,3350,36443,white,  1gnschkc2kr124931
740,chevrolet,impala,2019,1370,14939,blue,  2g11z5s30k9137729
741,chevrolet,malibu,2019,1590,22026,black,  1g1zd5st0kf187281
742,chevrolet,suburban,2019,3320,38278,black,  1gnschkc9kr201844
743,chevrolet,suburban,2019,3550,46149,silver,  1gnskhkc1kr203879
744,chevrolet,suburban,2018,2980,48427,silver,  1gnschkc6jr106222
745,chevrolet,suburban,2018,2980,48807,gray,  1gnschkc1jr387653
746,chevrolet,suburban,2018,2950,52618,silver,  1gnschkc1jr235923
747,chevrolet,suburban,2018,3030,46494,white,  1gnschkc5jr280816
748,chevrolet,1500,2018,2430,56296,black,  3gcukreh2jg284677
749,chevrolet,suburban,2017,2980,33909,silver,  1gnschkc4hr206149
750,chevrolet,suburban,2017,2980,33028,white,  1gnschkc3hr133923
751,chevrolet,camaro,2016,2750,44653,white,  1g1fh1r79g0149647
752,chevrolet,door,2017,1080,80516,gray,  2gnfleek2h6351253
753,chevrolet,van,2017,1150,105151,white,  1gcwgaff8h1120366
754,chevrolet,van,2017,1040,78368,white,  3n63m0yn6hk696088
755,chevrolet,equinox,2018,1140,78956,white,  2gnaxsevxj6292207
756,chevrolet,equinox,2018,1140,88564,white,  2gnaxsev1j6218321
757,chevrolet,door,2015,800,78800,white,  1g11b5sl5ff135735
758,chevrolet,door,2012,300,111856,white,  1gccsbf92c8121126
759,chevrolet,door,2015,2500,80946,black,  3gcuksec6fg382971
760,chevrolet,traverse,2017,1230,83168,gray,  1gnkrfed3hj217603
761,chevrolet,traverse,2017,1410,58606,white,  1gnkrfed7hj307708
762,chevrolet,van,2014,900,82020,white,  1gcsgafx9e1173192
763,chevrolet,door,2014,420,102500,black,  1g1p75sz3e7332279
764,chevrolet,van,2019,2250,8150,white,  1gcwgafg5k1229335
765,chevrolet,van,2019,2260,6159,white,  1gcwgafg1k1229638
766,chevrolet,van,2019,2260,5938,white,  1gcwgafg2k1222357
767,chevrolet,van,2019,2250,9019,white,  1gcwgafg3k1232427
768,chevrolet,malibu,2018,1020,45836,white,  1g1zd5stxjf175198
769,chevrolet,3500,2016,4270,60215,white,  1gc4k1e88gf118806
770,chevrolet,tahoe,2015,2120,125507,white,  1gnscckc9fr715640
771,chevrolet,door,2016,2270,90944,white,  1gnscbkc6gr432916
772,chevrolet,tahoe,2015,2200,82785,gray,  1gnscakc0fr161697
773,chevrolet,1500,2014,960,150525,white,  3gcpcpeh2eg231868
774,chevrolet,door,2013,1050,112267,silver,  1gcrcrea5dz179299
775,chevrolet,door,2013,670,139394,white,  1gb3czcg3df161404
776,chevrolet,door,2013,1420,82543,black,  3gcpcse09dg282246
777,chevrolet,equinox,2019,1550,13532,white,  2gnaxkev1k6296972
778,chevrolet,1500,2018,3510,14751,blue,  3gcukrec2jg216609
779,chevrolet,camaro,2018,2630,11150,gray,  1g1fb1rx5j0103693
780,chevrolet,colorado,2016,1570,91248,white,  1gcgtce36g1387412
781,chevrolet,1500,2016,1760,65336,white,  1gcvkneh3gz336629
782,chevrolet,1500,2016,1860,48974,white,  1gcvkneh7gz158854
783,chevrolet,1500,2016,1910,40011,white,  1gcvkneh1gz235878
784,chevrolet,equinox,2019,1520,37444,black,  2gnaxkev2k6183550
785,chevrolet,equinox,2019,1610,43199,white,  2gnaxuev0k6196714
786,chevrolet,equinox,2019,1480,43589,charcoal,  2gnaxkevxk6199639
787,chevrolet,equinox,2019,1670,32870,charcoal,  2gnaxuev8k6190062
788,chevrolet,equinox,2019,1530,38826,charcoal,  2gnaxkev7k6197637
789,chevrolet,equinox,2019,1650,33739,charcoal,  2gnaxuev3k6169765
790,chevrolet,passenger,2019,1960,35309,white,  1gazgpfgxk1197071
791,chevrolet,impala,2019,1520,32248,red,  1g11z5sa4ku113760
792,chevrolet,impala,2019,1500,36165,silver,  1g11z5sa7ku117222
793,chevrolet,impala,2019,1550,29922,charcoal,  2g11z5saxk9120208
794,chevrolet,impala,2019,1570,26848,silver,  2g11z5sa5k9140950
795,chevrolet,impala,2019,1480,41163,charcoal,  2g11z5sa8k9139310
796,chevrolet,cruze,2017,920,32856,red,  3g1be6sm0hs561566
797,chevrolet,impala,2017,820,100315,black,  1g1105sa9hu160835
798,chevrolet,door,2013,1140,91638,silver,  1gc2kvcg8dz256073
799,chevrolet,door,2015,650,83173,white,  1g11c5sl0ff208474
800,chevrolet,door,2014,1150,94356,gray,  1gnkvgkd3ej113338
801,chevrolet,door,2015,2380,85792,black,  1gnscbkc0fr109217
